address,tag,balance,txn_count
0x3d89bd83add0d4f54aa84943c2241d27e3866d8c,Fake_Phishing2308,0 Ether,0
0x62b7da1757d46422a79b8c790b0aab0f86b86f5d,Fake_Phishing2309,0 Ether,4
0x4113c6ce4fb936d087e92a55d5b3bfdd275b1d3f,Fake_Phishing231,0 Ether,181
0x6d08f8573e742db3eb88d8c545971e4dc9668528,Fake_Phishing2310,0 Ether,19
0x8e4a9f46499d34e2cd3c7068e492a67cb6049e67,Fake_Phishing2311,0 Ether,5
0x88c2a596eb0bc49b237baea9f2deb41c3125c4cf,Fake_Phishing2312,0 Ether,2
0x9b6e8391f1d660141ea45ae9f28f247a9a862795,Fake_Phishing2313,0 Ether,2
0x2f0d741580d9dbc27e51e5dbe83f5797f868c2e0,Fake_Phishing2314,0 Ether,7
0x94ff38c3e18bb715cd9061810942d16a587c6566,Fake_Phishing2315,0.009139 Ether,2
0x98a630280447461ab2156919b0941ebdeae5bc41,Fake_Phishing2316,0 Ether,3
0x3dcf0aa2d91376f974678f509f2e69c88467089c,Fake_Phishing2317,0 Ether,0
0x08afea4ec3659a2e478f81fef2b784176a0b7d2f,Fake_Phishing2318,0 Ether,4
0xe08c6d06107ff83a2be9177e2dbe91c87f0a9914,Fake_Phishing2319,0.59 Ether,1
0x85C0bf4bf1caa0673549E5DE3aBB75013cc3c105,Fake_Phishing232,0 Ether,0
0x91e5abcc8f5e9a32a3407f71d6d63d28ca10756d,Fake_Phishing2320,0 Ether,0
0xdc92cff564547691c1649d4ee44878979e47bf41,Fake_Phishing2321,0 Ether,3
0xe575d2262f516a392e018bd5db9afbc6ae656c92,Fake_Phishing2322,0.009139 Ether,2
0xc90cebb23c12669fcd7f9d50dd54465546085967,Fake_Phishing2323,0 Ether,0
0xfa609c2440672e85c08ac80fbeeb5c608a65afed,Fake_Phishing2324,0.00081148 Ether,2
0x49338b0ec149697b3bbb08909ba860f23eaca1ca,Fake_Phishing2325,0.0008432 Ether,2
0x3c4385ea6b6105967a68e8202f6818cab642004c,Fake_Phishing2326,0.00029567 Ether,3
0xb4c9d8a5812a024bdb177991af256da144776033,Fake_Phishing2327,0 Ether,0
0x5dd0d183e627d790669205705646d5e9f9394bef,Fake_Phishing2328,0 Ether,0
0xa7993bc6f5bb3f90f69e8583cd746f277d95aaf0,Fake_Phishing2329,0 Ether,99
0x7bcac19e6b5ea7d86b3bf5122d4b20010f535bb7,Fake_Phishing233,0.13490442 Ether,74
0x03b5eeaf92c228f4da2b42468c15339d7873bbe5,Fake_Phishing2330,0 Ether,2
0x6a1e30ec57dd27e9ad25eca7226bc023b5069f85,Fake_Phishing2331,0 Ether,11
0x026e78f168df546aabb2733b37920c55b335be80,Fake_Phishing2332,0.00027496 Ether,129
0x058e49378461c239dae065114cd9fa1c0dbc25c1,Fake_Phishing2333,0 Ether,53
0x890bce348bae449df3783ba0e1c7eb82c557e2e8,Fake_Phishing2334,0 Ether,42
0x446143204482cc0cea4d71fffa9b6d94aa607ad5,Fake_Phishing2335,0 Ether,22
0x3d6dc98270fccd8f6a2f53bbe125463d6c82094b,Fake_Phishing2336,0 Ether,10
0x0bb8dc8dfbdfba65bcbea3e5dfda67bf7331bf19,Fake_Phishing2337,0.00462433 Ether,37
0xa53035d2ba8c1d53c50f54eb409d3856eb0b3e45,Fake_Phishing2338,0 Ether,8
0x8d77f51be1173f90ecdeab7199e1d4ba12afdc08,Fake_Phishing2339,0 Ether,10
0x75855a2c5cd3de7c7d7d1a0fa9a9e5dbcc6eed87,Fake_Phishing234,0 Ether,179
0xf30fbbed70f2d9c40e9195f05318e01d795eba10,Fake_Phishing2340,0 Ether,7
0xd13b2d98852df7191f2004ee183a7a1a352e11e9,Fake_Phishing2341,0.00047832 Ether,236
0xb7741854bdb50e086a85722f6e280cd0515b9230,Fake_Phishing2342,0 Ether,5
0x7355e49ba13082d3f83fd828ee6fda39738f1e55,Fake_Phishing2343,0 Ether,1
0x2664c334c46635f7845487d3bab16992fc83a93e,Fake_Phishing2344,0.05303812 Ether,289
0xa184edd5d3ceb61029f613d6482d133b20d6174f,Fake_Phishing2345,0 Ether,17
0xcbe12a36f6569ae58c03820ede9519020d76ecea,Fake_Phishing2346,0 Ether,4
0x1d024825cd31b78bb07caa42251b7ba3a71db9ef,Fake_Phishing2347,0 Ether,9
0x540f17317e58afa89a24c89c5df468affab64a09,Fake_Phishing2348,0 Ether,2
0xdd88afc7cbba595589d8353bc7f4f7de69e9c4d8,Fake_Phishing2349,0 Ether,6
0xb00548770ea87482f024cd4292a975fea72e8f01,Fake_Phishing235,0 Ether,642
0x81e7eae5baa0979398ba5c4b09cafcb8c690062b,Fake_Phishing2350,0 Ether,11
0xa2220d18c3fa1c2251c92737be3e4102fabdff06,Fake_Phishing2351,0 Ether,150
0x641b92e0777e6a3e7400414925cd03bbe888ca71,Fake_Phishing2352,0.005289 Ether,5
0x0697df7dc18a02b7357b742363f23af5994cb6ea,Fake_Phishing2353,0.005289 Ether,3
0xc0c5df99f32b0444901071593040528fd620a714,Fake_Phishing2354,0 Ether,11
0x0929afccd8aef2fabac1c7e96bfdbf5cb84689ee,Fake_Phishing2355,0 Ether,8
0x2cdf611af8cf6c6a79105dae3b4565af906ff9ca,Fake_Phishing2356,0.009517 Ether,20
0xbed5ee171d35382027884391d0ff49e08bc8942a,Fake_Phishing2357,0.0006821 Ether,12
0x2846418ac4626b425554768f5702217f63d77a57,Fake_Phishing2358,0.00077263 Ether,266
0xb9f97b369f81efc6cf0115af30173dc16876ef9e,Fake_Phishing2359,0.00025228 Ether,3
0xa13f038e4a92a2f7b77bf665f4b6487a021a24e0,Fake_Phishing236,0.2055714 Ether,103
0x759c2d713f89fef9b73418d4db7cda16f2bc8c26,Fake_Phishing2360,0 Ether,39
0xf94b8e0ceba6dcd1b888fe02141dd9d0b8e67715,Fake_Phishing2361,0.00096264 Ether,96
0x504c839db36171d13f1b78ab323cf3ea084995fa,Fake_Phishing2362,0 Ether,2
0x5c5452d1a4fb7175812de3b4a4f1c34d5bc5a261,Fake_Phishing2363,0 Ether,0
0x520c7dd3d265b6edd88c623d4c9eddacbf082ea6,Fake_Phishing2364,0 Ether,8
0x362f1d7c705f0d8f38786b4d6efd6ecc54199be6,Fake_Phishing2365,0 Ether,2
0xba077f3ecda0c74c1dbe15a86e4d1f96ccaadd90,Fake_Phishing2366,0 Ether,0
0x9ede16fd45a94c5be23a6ab09651b7e26ce171c3,Fake_Phishing2367,0 Ether,0
0x2aa40bb0993b5a2d00da4c1cd9555c626974c1a9,Fake_Phishing2368,0 Ether,2
0xc2d251394a1211b9a87ac8e0b42f431138a2d465,Fake_Phishing2369,0 Ether,0
0x420415645d9062eb6b9168f03bee92f1b3cf296c,Fake_Phishing237,0 Ether,39
0x3422258c54c75b879ec7b2b1050186a2c0eb0ebd,Fake_Phishing2370,0 Ether,24
0x7fac3c1e7e32cb490a96761fdcf80ed4a9941e62,Fake_Phishing2371,0 Ether,0
0xa902a214fdc137cf9dbc6d455d02e6e4ea2aca36,Fake_Phishing2372,0.000074 Ether,5
0xb05c1c90b6c248cae5e3feb5dc41bbed790b283d,Fake_Phishing2373,0 Ether,0
0x5c2f45f806683785e59d4b41547e3729b681d806,Fake_Phishing2374,0.0009534 Ether,1
0xe6e9bbfb6f9f240ac42b2f4b39223e91ac5882b8,Fake_Phishing2375,0 Ether,0
0x476cc47caa32c7e6045feccdb18389a5509723bd,Fake_Phishing2376,0 Ether,0
0x259a0af5bb419bcea7e5aaeb0bed2e98bd8a11b3,Fake_Phishing2377,0 Ether,0
0x4e02e329396c26019d3a6eb4089c862fd11d9edb,Fake_Phishing2378,0 Ether,0
0x9399082f5b30a7ba6460f328b9885bc0cf81443d,Fake_Phishing2379,7 wei,35
0xca2909f8c9e9f656eb468d53c84c23063e2dec4c,Fake_Phishing238,0 Ether,84
0x55b775ea2ca493c082f3e17a8433e4d220fbb8d8,Fake_Phishing2380,0 Ether,0
0xf6713f25d2dfb22029a3d1ee8996f33f2705e494,Fake_Phishing2381,0 Ether,0
0x4ee78087a5cab2a24c49edcdc3d6bf61045d2a53,Fake_Phishing2382,0 Ether,5
0xa84ca974907191b149e7e5b07152a771b20df30e,Fake_Phishing2383,0 Ether,0
0xa3bc42c2ccf7671bc73e71c2ea083dc3fc993585,Fake_Phishing2384,0.0000456 Ether,7
0xf9b14517e630aacc5c9c9429cbe969aa61b3adc9,Fake_Phishing2385,0 Ether,0
0x8bfe1c609cdf6e7e43c5cd8910bd566a2c142688,Fake_Phishing2386,0 Ether,0
0x566e797616526498bc274597805f0d4a2682a6a6,Fake_Phishing2387,0 Ether,2
0x8c3b6f2dacc5a7ed7dcab43a53b8056aae6800b3,Fake_Phishing2388,0 Ether,0
0xec06933e56a99e06adbcaee148805c7d85cb46ff,Fake_Phishing2389,0 Ether,10
0x50f73e2E02fE63f669fB3320960AA48f42cc99eF,Fake_Phishing239,0 Ether,6
0x3814c3dee17a7660e5240d7b2352734e853f60bb,Fake_Phishing2390,0.0003002 Ether,1
0x18502a1f6ccd21ae49d932783d2814cca62591d9,Fake_Phishing2391,0.13 Ether,1
0x1b7bdc46fb5d65c6d688bfadcfb7d3a434413956,Fake_Phishing2392,0 Ether,0
0x0cbff6c0365083f20c9de72084be7fb11278aa86,Fake_Phishing2393,0 Ether,12
0x4349b24ee0bb23c51569e63b2c1d457dd75464d7,Fake_Phishing2394,0.5709933 Ether,2
0xcd39300c31776ab6303fc64b930c1109c008ea0a,Fake_Phishing2395,0 Ether,22
0x7069bb601755f69c81560192ecc2a62fed1c20b5,Fake_Phishing2396,0 Ether,0
0x2457119f041c0da24f05a4cfa9851446c224bfa8,Fake_Phishing2397,0 Ether,3
0xfd8999b60a72c51ea892db66f5ef0c58f2ecd6d3,Fake_Phishing2398,0 Ether,9
0x4d281388b9fa97fc5bc13e8392040efb661b1962,Fake_Phishing2399,0 Ether,2
0x49c47caac5a13bd9abcb3aa04ab5dad78c55f1c8,Fake_Phishing24,0 Ether,10
0xba19bc896d5d8962d4d729d23253f2ab95633142,Fake_Phishing240,0 Ether,83
0xcdae97fb0bd5539641a31b2228d95246b0ac2b6f,Fake_Phishing2400,0 Ether,0
0x44073b0c378fa8def566209befe169866805b348,Fake_Phishing2401,0 Ether,0
0x2c30e423d30e78c416b3d8938e2e14d09af4753f,Fake_Phishing2402,0 Ether,0
0x87eed16b97b08fd92491c66d28226b33eb4f2c8d,Fake_Phishing2403,0 Ether,0
0xb70557d641af8ea5e94ac1569e6121d6a9bb30dd,Fake_Phishing2404,0 Ether,0
0xe0ea79c1d13a86eb4abc78e8a2ab83651c9e49bf,Fake_Phishing2405,0 Ether,0
0xe9e4a715ca5ae7b564a7cd135c23f2aef11a4aa0,Fake_Phishing2406,0 Ether,0
0xd03e202205168b8d0ef6c7fa9c27cb71b42f9e06,Fake_Phishing2407,0 Ether,0
0x4d6102bcbe452015a7d656a97de3f30f10054ceb,Fake_Phishing2408,0 Ether,0
0xd550eada44d72c8a840d2aeb5cbe70469c9c0bac,Fake_Phishing2409,0 Ether,0
0x36bb0e89f241370a01ef4a00df07577d499a94b9,Fake_Phishing241,0 Ether,22
0xf4dddaf909bfb371acaf2b7ed6a3ba0d70bf4843,Fake_Phishing2410,0 Ether,0
0x2cf904052d9ff15c18d6061e569b09925a6f0ac0,Fake_Phishing2411,0 Ether,0
0x3e67df2d3c70c2b6dc7ff69ff2c73d6cb7ee67ad,Fake_Phishing2412,0.00390955 Ether,1
0x9762cebe63e23bba2cbdf2d11e874839a7dd8ab1,Fake_Phishing2413,0 Ether,2
0x960cf466795efc2d47cd37ad01bb43bfaaae3618,Fake_Phishing2414,0.00458 Ether,3
0x197f986c640aedfd3ce94553c61ece11937bc2bb,Fake_Phishing2415,0.014202 Ether,16
0x2e3a90d922c6d5f73136f83eb62a86e27b792487,Fake_Phishing2416,0.00002092 Ether,4
0xf1455acdb53399bf490435ccccae413c985c1b46,Fake_Phishing2417,0 Ether,0
0xa2c21da93fd14187af8804dbf135956d674480c3,Fake_Phishing2418,0 Ether,0
0x0eea73bc675d3012d3d602bd03cbf51a4b64eaee,Fake_Phishing2419,0 Ether,0
0x33f74739ce6be3b2c38af76f5adb3866cb4784c4,Fake_Phishing242,0.20446443 Ether,322
0x154858dae480e434aed2d524eb33b70b97958f4b,Fake_Phishing2420,0 Ether,2
0xd4c9f4dbd26ae8c9b87a0d9b3368c0096241a162,Fake_Phishing2421,0 Ether,2
0xb617b6060e666b03844269a0a0a9e545a251e109,Fake_Phishing2422,3.3994204 Ether,5
0x5d445ce69ff9d8096d57444906c193f0ee577bf2,Fake_Phishing2423,0 Ether,0
0x2956d5252acc446ac7602aa018f4b09c21fd07ba,Fake_Phishing2424,0 Ether,2
0x711b2b67e5c7b22f0e468b4a65b37821e9dece83,Fake_Phishing2425,0 Ether,2
0x0275a8960fcb1235b095cb9f40edcae031eae5fd,Fake_Phishing2426,0 Ether,2
0x0167409e6106ec3e3f05a09fcf04606918d21ad5,Fake_Phishing2427,0 Ether,19
0x58b62d0e9cf118c6eebe4ce7e9680a8ec533c094,Fake_Phishing2428,0.000278 Ether,3
0xba288ec9c48248aae66398658c9abc4507e0812b,Fake_Phishing2429,0.000769 Ether,2
0x1494403137159bb0dc545d11963fDF797ea1eCAb,Fake_Phishing243,0 Ether,5
0x47aed527c215b5c347dbf5befa08520011440389,Fake_Phishing2430,0.00002009 Ether,3
0xdb1492d7fba1bdc26cef202ddacc31fdb98333e2,Fake_Phishing2431,0.00030891 Ether,2
0x684ede6645f1b71d77e0aeac519114ee8be3c410,Fake_Phishing2432,0 Ether,16
0x4cf5db8f049d6ca78a8a41e1ab2c04b90bae5fc1,Fake_Phishing2433,0 Ether,0
0x3e3f6ede7d57f3301b46aac40cda2f5ea40fee52,Fake_Phishing2434,0 Ether,0
0xb3ec0cad78b4ddd0bfda3edfd517dfc185ba8e34,Fake_Phishing2435,0 Ether,0
0xcd25243c156bb49a1c0aea4eda701649621d26e4,Fake_Phishing2436,0 Ether,0
0x4c8093c75fc778008d96f865f770233d6acf724e,Fake_Phishing2437,0 Ether,0
0xb359835c08aa76f1170f63c4f22ac7d5f9303b80,Fake_Phishing2438,0 Ether,2
0x5e4c8039f115ab9b1ceb6d5d123a094e47d80c98,Fake_Phishing2439,0 Ether,0
0xAE6E3C7160af3C1f524572E5b29C81E6Ff061D90,Fake_Phishing244,0 Ether,5
0x14e9e1f1320ff0286c5e9b23fcfb70b711ce892e,Fake_Phishing2440,0 Ether,0
0xd83f525055403f88da4800ff6f382155d44bedb3,Fake_Phishing2441,0 Ether,0
0x1a64baf4d961b87b6a99d1ee99361248dc1f7dbb,Fake_Phishing2442,0 Ether,0
0x7b31c59e00393f56fea6884bb24166b24b99c62a,Fake_Phishing2443,0 Ether,0
0x7fdfaa3154d3cb82e90f5fde8c52a95d66211705,Fake_Phishing2444,0 Ether,2
0x8783408eaaa3e16b3de27c4fdfbc907e16d91b21,Fake_Phishing2445,0 Ether,0
0x48bd2b7b486a5c6f9560510bc0f7c915509ef7f7,Fake_Phishing2446,0 Ether,0
0x35bf085175dc3e3f750bffa53711fb4acdbf2aed,Fake_Phishing2447,1 Ether,1
0x6429f18602cfbe936a75d4bb707cdc15f33bb3fa,Fake_Phishing2448,0 Ether,0
0x82eb193d2fad35d9c401e7318f82861c6924bfff,Fake_Phishing2449,0 Ether,0
0x8e1701e9509250d808eeca648feb1b8d7eed0704,Fake_Phishing245,0 Ether,76
0xbcf00150719d0385b24170c52a7c7b5a6f588e20,Fake_Phishing2450,0 Ether,11
0x88eb517c3ce20591aae29e42cc7d4012c8068228,Fake_Phishing2451,0 Ether,0
0x33cf1cee79766595db0270867b6b9feb8f30a01e,Fake_Phishing2452,0 Ether,0
0x8e85939d6c149a6d2a173b5425306797e6934075,Fake_Phishing2453,0 Ether,8
0xb9d957ed3c592cea30f715b80f08a86614648295,Fake_Phishing2454,0 Ether,0
0xf97cb2b86dee9c33c7624fd7412889543cca7f5a,Fake_Phishing2455,0 Ether,4
0x620085d9c1157bb56a9c1afd0ede1e79a42b9549,Fake_Phishing2456,0 Ether,0
0x83e99aec309c14e117097044e5efcc3672bcd450,Fake_Phishing2457,0 Ether,2
0xa2e5ac16f76f7a151cf38e65469983e4abbefb9c,Fake_Phishing2458,0 Ether,0
0x3e58d0921d63e1529a315b972d94467d71fa633c,Fake_Phishing2459,0 Ether,2
0x2f93947429c9a9c740c3aae495707dd902b3382e,Fake_Phishing246,0 Ether,137
0x1847b35a3444edbede05b52a378d45e13eea54c4,Fake_Phishing2460,0 Ether,5
0x2a21180d900cddc46416117903edc0ee83286408,Fake_Phishing2461,0.000139 Ether,3
0xf416ecbb9c9f2c0fdec238dca6e8738f31d09d0c,Fake_Phishing2462,0 Ether,0
0xe79392c79832287f9a07d0af9fa87fd150014e18,Fake_Phishing2463,0 Ether,0
0x8b0987e0bccb30a53c5294ad73a80ed776457c4b,Fake_Phishing2464,0.000074 Ether,20
0xc8e16a468db0c3590d205df1e80df7b31902b656,Fake_Phishing2465,0 Ether,12
0xd1014b048deef8529f55d2db0059f8760cf51a8b,Fake_Phishing2466,0 Ether,12
0x166ee9bd9119cd8e4e9a7fb27518fce3218f6caf,Fake_Phishing2467,2 Ether,1
0xa2b9e771b124abc417884b3a112992bb70d7bdf1,Fake_Phishing2468,0 Ether,0
0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,Fake_Phishing2469,0 Ether,11
0xc0daeff8088d77dfecbfe525af535830be607bd2,Fake_Phishing247,0.03116421 Ether,210
0x96c94575af5c6755123de2f2a9c4f7b62c43c511,Fake_Phishing2470,0 Ether,4
0x0596e5e05fd430f7d83b38b23e250bfa98900d7f,Fake_Phishing2471,0.000105 Ether,7
0xf4b6eddd5bfee71eeef3970bacb290467401c946,Fake_Phishing2472,0.00022407 Ether,3
0xd4ff2bdca1fe1fb46cc9c51f90d113a3baa48aa9,Fake_Phishing2473,0 Ether,0
0x8f950b4e6edacb14dd3c3258943acd7a922d9f47,Fake_Phishing2474,0 Ether,0
0x44b7fd8c984d3d66d8eaa6af4a4ba9976f257e49,Fake_Phishing2475,0 Ether,3
0x454d37c917adaa6d1431c628a3c645866ff8d91c,Fake_Phishing2476,0 Ether,2
0x88997942776a5de1f1a89d86a46bff0c9f8edb01,Fake_Phishing2477,0 Ether,0
0xc2c43555ac0fb6fe3a2c9cb9b5b61bfe4f726f9f,Fake_Phishing2478,0.00187322 Ether,2
0x77d15104c41def5dad6d5423206bf04621d9d9c1,Fake_Phishing2479,0 Ether,0
0x4bf3e4d2378a1256cbe1cd1c2a8bc9857b811282,Fake_Phishing248,0 Ether,19
0xf74f6fb4353d43d3dc8c2c4693780b7afac41c49,Fake_Phishing2480,0 Ether,0
0xdde66bf2a852ea1603686a0f858b45f8f0695d70,Fake_Phishing2481,0 Ether,0
0x37acc28ca8154ba04d4edef97cf8d3fc6f313ca4,Fake_Phishing2482,0 Ether,0
0x3132215a1298f645567f2309ccd64b1ef5edde30,Fake_Phishing2483,0 Ether,8
0x0286f8b63ebcc35c50541013dd9d259574101ebb,Fake_Phishing2484,0 Ether,0
0x0fe32c4a5d10c8144207667aca2b2232acd8b509,Fake_Phishing2485,0 Ether,0
0x4a232983530cc4b1d845cf83c0d98f07f5884890,Fake_Phishing2486,0 Ether,2
0x9709d5a0f4d79fa488ddc918e633c839eb63b9d0,Fake_Phishing2487,0 Ether,7
0xa592f4891ff2d233c93b641af65069ed663295bc,Fake_Phishing2488,1 Ether,1
0x1b858871c8fdc0c782f60b350eecc58d82c216c1,Fake_Phishing2489,0 Ether,0
0xecfcaa9830e7d4fd6ab5932846d38a2c42b33e11,Fake_Phishing249,0.00134625 Ether,226
0xc8f1ec8fa60ab597b8bc74568c22aa86f3d5f4fb,Fake_Phishing2490,0 Ether,0
0x3d4e3413babb4cd2ef5220e2cd64e64439b3514e,Fake_Phishing2491,0 Ether,0
0x784790ffba7136cfb2dd8f6671dd7626a6c5f3e4,Fake_Phishing2492,0 Ether,4
0x4a66ed7473a4e679600b1ac9680a7766f6541e13,Fake_Phishing2493,0 Ether,0
0xcca03437d406e7e337ce00defabe5418edec83e0,Fake_Phishing2494,0 Ether,0
0xd316c5c4b5ff98c0fa187b5902af1b1f11ef6b77,Fake_Phishing2495,1.038278 Ether,2
0x8bb8a410e770a693c169a6b2b5286297d9eccbed,Fake_Phishing2496,0 Ether,2
0xf0e28a5485abe4ac9ea2fd7259f2f3f1366f950e,Fake_Phishing2497,0 Ether,4
0x227ba10622303ec48d0f12c9ed96a59553b599bd,Fake_Phishing2498,0 Ether,12
0x499ab691db303a1635a5ea38d479460446de23c6,Fake_Phishing2499,0 Ether,0
0x2423a3bdb6acb420b297c396857c62fdbb4254f3,FAKE_Phishing25,0.00000064 Ether,2
0x4bf722014e54aeab05fcf1519e6e4c0c3f742e43,Fake_Phishing250,0 Ether,621
0x0ab4fc631d194bb135dc7a3f99580cf7df3eeae0,Fake_Phishing2500,0 Ether,0
0x0b70f396d0626c9d8008d68c8d9c98e77ddb8262,Fake_Phishing2501,0.00914574 Ether,2
0x8cae2a8734d781a8cec7e2f514da6f5072f7a6e0,Fake_Phishing2502,0 Ether,0
0x21693c903aad555ae5188f7813108c61722b94a8,Fake_Phishing2503,0 Ether,4
0xf7b81abd0244a9c6bb475a0217ce193bfda649c2,Fake_Phishing2504,0 Ether,4
0x265f38529e6b8c157d9976b2665baffdb0280f0c,Fake_Phishing2505,0 Ether,0
0xd2c42e8ec5e691bfb6f2e00565cb4455c565d9d3,Fake_Phishing2506,0.31378045 Ether,1
0xb50ebd0cbe2e70ff7ad4a09215b1b589ee4d07c6,Fake_Phishing2507,0 Ether,0
0x27fddd724fe2a47025444e2e5b02e30899c3b871,Fake_Phishing2508,0 Ether,0
0xc81d4e0bfcc8d459a4b9c224d7eda70c118eef60,Fake_Phishing2509,0 Ether,8
0xb836fa488f5ba9e49b0abeb807d10c1b13078045,Fake_Phishing251,0.1 Ether,183
0x05e3208b1f05d1ad6feec6245f226645a43451f4,Fake_Phishing2510,0 Ether,0
0x9138692bb23767381e1b377d559ac668f990aba1,Fake_Phishing2511,0.05346274 Ether,15
0xd1611ddb20f1819c6506868530328f32d3317981,Fake_Phishing2512,0 Ether,21
0xfd1edc29754b65f1f45b885589c90811054be7a9,Fake_Phishing2513,0.00032 Ether,58
0x964a7c09e3db065ece947fdb7f90bf0068a6f98e,Fake_Phishing2514,0.000349 Ether,5
0xf686f3b77bf7c47aa19d58ddbae60038d1859049,Fake_Phishing2515,0 Ether,2
0x9d7a6e69515d1138e6b6a184821a24b19e50f34a,Fake_Phishing2516,0 Ether,57
0x0d9dacef694563ee0888e2751bf2349ac1b6270e,Fake_Phishing2518,0.00093757 Ether,12
0x4594615c70e277f30bb9c184f3ee5b54f4af657f,Fake_Phishing2519,0 Ether,0
0x9ef89d10d8c77755bfe263903966eebb73f721e8,Fake_Phishing252,0 Ether,608
0xc8bafbd9fdfa359794ee7c1de6b4f3cca0190274,Fake_Phishing2520,0 Ether,2
0xabc343e36b8d4a63459e1ce99acd94ec6ef6c4c3,Fake_Phishing2521,0 Ether,14
0xc04db254be07f31c5916df143993a61822a2f2c8,Fake_Phishing2522,0.00525159 Ether,36
0x29d981dd09e5981dfd398978463d7185cbe45bb0,Fake_Phishing2523,0 Ether,117
0x61aa0c0a553f7dbc061b587720227f62bbc2fd4a,Fake_Phishing2524,0.00063846 Ether,7
0xe7d60131d3773a8cdf75162c2cb8be459600d9b2,Fake_Phishing2525,0.21607288 Ether,69
0x74135d6750da99e55f09d20ce6ae6480e156b58b,Fake_Phishing2526,0 Ether,2
0xc559b6b7f21c652ef102f55e03d411a8274412ce,Fake_Phishing2527,0 Ether,7
0x8c654fe2b20bcb48c484c0e1cc5fb3289ba47297,Fake_Phishing2528,0 Ether,18
0xb9cf80e8a2c4c9b409c709efc2751c69be426119,Fake_Phishing2529,0 Ether,1
0x8c9d299cc3c2111499416cf4e3677328486cfac2,Fake_Phishing253,0 Ether,24
0xc0ecbcd3a5977921fafecffdf96b4bcae1573b99,Fake_Phishing2530,0 Ether,2
0xb4a50b673cbfad24c3bf3e3e4ca46be6fe7a87ea,Fake_Phishing2531,0.00058 Ether,2
0xec4e9a06c4e024d03dab3a27f66bce03cc9bb33a,Fake_Phishing2532,0 Ether,0
0xd343317205a5111d6afb8343c996f1b3a7678290,Fake_Phishing2533,0 Ether,2
0x6a60dc30ef7e29abbd5a92b7697270dbd2115c18,Fake_Phishing2534,0 Ether,0
0xe45aa28d270a049b489ccbb156c2e2c3de0d571d,Fake_Phishing2535,0 Ether,14
0xdada0b3e40c3f2a2586658c2097c3bbcf8294b42,Fake_Phishing2536,0 Ether,3
0x4f96e55f53927dd720b2a88d910080bd97ccbe85,Fake_Phishing2537,0 Ether,0
0xd35a7ff0eeb7400e6ffd38b3eb88f070694b2801,Fake_Phishing2538,0 Ether,0
0xff0e20e3a7575d823302bbb27e233c23f2c3070b,Fake_Phishing2539,0 Ether,0
0x29e225d888cf11c5e67613bffd30bcf071eb3d4a,Fake_Phishing254,0 Ether,181
0xdf62cc136546e30bac252196c4f623a1b36ea8b8,Fake_Phishing2540,0 Ether,0
0x2d8d2ac5f701363b17f07a46e15e2e97282f5b0a,Fake_Phishing2541,0.0003054 Ether,2
0xb300f2a0fa449b97a1069ea7ad654aca486f64b5,Fake_Phishing2542,0 Ether,0
0x58d9f57967cf2d08afd51ec69998faad68dd876d,Fake_Phishing2543,0 Ether,0
0x9fd4351644ea4c47b127ef3e237476570c01884e,Fake_Phishing2544,0.000143 Ether,2
0x75b60ba032cf8ee0b4bbd78bfbd7d99caf70a176,Fake_Phishing2545,0.00001249 Ether,6
0xc57597f5fc469386ab8c53740b5cf6c4a78e8eec,Fake_Phishing2546,0 Ether,0
0xcae453eb95b584331a8a5945d8138ceeed9d5af6,Fake_Phishing2547,0 Ether,2
0x71f2a8318b728f39483237f99c347b743cc4fb47,Fake_Phishing2548,0 Ether,0
0x4ff4c15af13f6d4950448104d9b97387a03da6f9,Fake_Phishing2549,0.001559 Ether,5
0x4c191dca6cecfa1e55caa3cf178eea52728b13e7,Fake_Phishing255,0 Ether,7
0xfcf10f54105223dfcd8edce0c62352a059ce1e19,Fake_Phishing2550,0 Ether,4
0x879a8eea3ea7811fbe7867a8984836d12dc1f9f4,Fake_Phishing2551,0 Ether,9
0xb5b73550efaffb04f189d05a9744fc2a0ef8246d,Fake_Phishing2552,0.000454 Ether,3
0x39a37ef88447612abbdc85fe0b3cbec167315ed5,Fake_Phishing2553,0 Ether,7
0x696b196da53963aaec15e486ae46b2939b589aac,Fake_Phishing2554,0 Ether,0
0x0400f72bca103add12c6793d6194d041983e150a,Fake_Phishing2555,0 Ether,0
0xd8959bd6983757fd0f883808f2a7ea1ad18b8d6a,Fake_Phishing2556,0 Ether,0
0x1e711a766cd4ec07c590eef54a112190b4826b4e,Fake_Phishing2557,0.05837556 Ether,31
0x7c030200a2e8abab418bc58b4f43c46ceb4d9202,Fake_Phishing2558,0 Ether,122
0x8b6e20440a46881713f8f9da764b4094781e0f12,Fake_Phishing2559,0 Ether,8
0xfcdd417b449c982fc9b6d7b117e417682e81b627,Fake_Phishing256,0 Ether,2
0x752ee8ea6a120c61b71608c80ab154475c9df43b,Fake_Phishing2560,0 Ether,0
0x3f2d73bd4f07044e33b4b9161a9a812ff044f02a,Fake_Phishing2561,0.003239 Ether,2
0x3258674d5eb5cfca42c18585b95fff50e098ebd4,Fake_Phishing2562,0.04978996 Ether,111
0x23f1909f7a65cba4d2a4a42ee1ba7d9772c3ba93,Fake_Phishing2563,0.4 Ether,1
